airportid,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst,tz_database_time,zone,type,source
11743,La Grande-4 Airport,La Grande-4,Canada,YAH,CYAH,53.75469971,-73.6753006,1005,,,,airport,OurAirports,
11744,Alert Bay Airport,Alert Bay,Canada,YAL,CYAL,50.5821991,-126.9160004,240,,,,airport,OurAirports,
11745,Liverpool South Shore Regional Airport,Liverpool,Canada,,CYAU,44.2303009,-64.85610199,321,,,,airport,OurAirports,
11747,Nipawin Airport,Nipawin,Canada,,CYBU,53.33250046,-104.0080032,1220,,,,airport,OurAirports,
11748,Centralia / James T. Field Memorial Aerodrome,Centralia,Canada,YCE,CYCE,43.285599,-81.508301,824,,,,airport,OurAirports,
11749,Blue River Airport,Blue River,Canada,,CYCP,52.11669922,-119.2829971,2240,,,,airport,OurAirports,
11750,Chetwynd Airport,Chetwynd,Canada,YCQ,CYCQ,55.68719864,-121.6269989,2000,,,,airport,OurAirports,
11751,Ross River Airport,Ross River,Canada,XRR,CYDM,61.97060013,-132.4230042,2314,,,,airport,OurAirports,
11752,Dolbeau St Felicien Airport,Dolbeau-St-Félicien,Canada,YDO,CYDO,48.7784996,-72.375,372,,,,airport,OurAirports,
11753,Amos/Magny Airport,Amos,Canada,YEY,CYEY,48.563903,-78.249702,1068,,,,airport,OurAirports,
11754,Goderich Airport,Goderich,Canada,,CYGD,43.76689911,-81.71060181,712,,,,airport,OurAirports,
11755,Hope Airport,Hope,Canada,YHE,CYHE,49.36830139,-121.4980011,128,,,,airport,OurAirports,
11756,Haines Junction Airport,Haines Junction,Canada,YHT,CYHT,60.78919983,-137.5460052,2150,,,,airport,OurAirports,
11757,Digby / Annapolis Regional Airport,Digby,Canada,YDG,CYID,44.54584504,-65.78542471,499,,,,airport,OurAirports,
11758,Fort Liard Airport,Fort Liard,Canada,YJF,CYJF,60.2358017,-123.4690018,708,,,,airport,OurAirports,
11759,Key Lake Airport,Key Lake,Canada,YKJ,CYKJ,57.2560997,-105.6179962,1679,,,,airport,OurAirports,
11760,Leaf Rapids Airport,Leaf Rapids,Canada,YLR,CYLR,56.51330185,-99.98529816,959,,,,airport,OurAirports,
11761,Matane Airport,Matane,Canada,YME,CYME,48.85689926,-67.45330048,102,,,,airport,OurAirports,
11762,Charlevoix Airport,Charlevoix,Canada,YML,CYML,47.59749985,-70.22389984,977,,,,airport,OurAirports,
11763,Nejanilini Lake Airport,Nejanilini Lake,Canada,,CYNN,59.48749924,-97.78029633,1000,,,,airport,OurAirports,
11764,Owen Sound / Billy Bishop Regional Airport,Owen Sound,Canada,YOS,CYOS,44.59030151,-80.83750153,1007,,,,airport,OurAirports,
11765,Port Hawkesbury Airport,Port Hawkesbury,Canada,YPS,CYPD,45.65670013,-61.36809921,377,,,,airport,OurAirports,
11766,St Thomas Municipal Airport,St Thomas,Canada,YQS,CYQS,42.77000046,-81.1108017,778,,,,airport,OurAirports,
11767,Ottawa / Rockcliffe Airport,Ottawa,Canada,YRO,CYRO,45.46030045,-75.64610291,188,,,,airport,OurAirports,
11768,Ottawa / Carp Airport,Ottawa,Canada,,CYRP,45.31919861,-76.02220154,382,,,,airport,OurAirports,
11769,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,Canada,YSH,CYSH,44.94580078,-75.94059753,416,,,,airport,OurAirports,
11770,St Leonard Airport,St Leonard,Canada,YSL,CYSL,47.15750122,-67.83470154,793,,,,airport,OurAirports,
11771,Virden/R.J. (Bob) Andrew Field Regional Aerodrome,Virden,Canada,,CYVD,49.87829971,-100.9179993,1454,,,,airport,OurAirports,
11772,Vernon Airport,Vernon,Canada,YVE,CYVK,50.24810028,-119.3310013,1140,,,,airport,OurAirports,
11773,Beaver Creek Airport,Beaver Creek,Canada,YXQ,CYXQ,62.41030121,-140.8670044,2131,,,,airport,OurAirports,
11774,Shuswap Regional Airport,Salmon Arm,Canada,YSN,CZAM,50.682802,-119.228996,1751,,,,airport,OurAirports,
11775,Kelsey Airport,Kelsey,Canada,KES,CZEE,56.03749847,-96.50969696,600,,,,airport,OurAirports,
11776,Pukatawagan Airport,Pukatawagan,Canada,XPK,CZFG,55.74919891,-101.2659988,958,,,,airport,OurAirports,
11777,Grand Forks Airport,Grand Forks,Canada,ZGF,CZGF,49.0155983,-118.4309998,1720,,,,airport,OurAirports,
11778,Jenpeg Airport,Jenpeg,Canada,ZJG,CZJG,54.51890182,-98.0460968,729,,,,airport,OurAirports,
11779,Thicket Portage Airport,Thicket Portage,Canada,YTD,CZLQ,55.31890106,-97.70780182,678,,,,airport,OurAirports,
11780,Pikwitonei Airport,Pikwitonei,Canada,PIW,CZMN,55.58890152,-97.16419983,630,,,,airport,OurAirports,
11781,Poplar River Airport,Poplar River,Canada,XPP,CZNG,52.99652588,-97.27419376,728,,,,airport,OurAirports,
11782,Pincher Creek Airport,Pincher Creek,Canada,WPC,CZPC,49.52059937,-113.9970016,3903,,,,airport,OurAirports,
11783,Stewart Airport,Stewart,Canada,ZST,CZST,55.93541045,-129.9824345,24,,,,airport,OurAirports,
11784,Ignace Municipal Airport,Ignace,Canada,ZUC,CZUC,49.42969894,-91.71779633,1435,,,,airport,OurAirports,
11785,Neubrandenburg Airport,Neubrandenburg,Germany,FNB,EDBN,53.6022,13.306,228,,,,airport,OurAirports,
11786,Airport Bamberg-Breitenau,Bamberg,Germany,,EDQA,49.920403,10.914233,811,,,,airport,OurAirports,
11787,Zerbst Airport,Zerbst/Anhalt,Germany,,EDUZ,52.000832,12.148611,289,,,,airport,OurAirports,
11788,RAF Spadeadam,Spadeadam,United Kingdom,,EGOM,55.04999924,-2.549999952,1066,,,,airport,OurAirports,
11789,RAF Kinloss,Kinloss,United Kingdom,FSS,EGQK,57.6493988,-3.560640097,22,,,,airport,OurAirports,
11790,Biała Podlaska Airfield,Biała Podlaska,Poland,BXP,EPBP,52.00078,23.1325278,485,,,,airport,OurAirports,
11791,Cewice Air Base,Lębork,Poland,,EPCE,54.416,17.7633,495,,,,airport,OurAirports,
11792,Deblin Military Air Base,Dęblin,Poland,,EPDE,51.55139923,21.89360046,392,,,,airport,OurAirports,
11793,Leczyca Military Air Base,Leczyca,Poland,,EPLY,52.00469971,19.14559937,377,,,,airport,OurAirports,
11794,Minsk Mazowiecki Military Air Base,,Poland,,EPMM,52.19549942,21.65589905,604,,,,airport,OurAirports,
11795,Powidz Military Air Base,,Poland,,EPPW,52.379398,17.853901,371,,,,airport,OurAirports,
11796,Tomaszow Mazowiecki Military Air Base,Tomaszów Mazowiecki,Poland,,EPTM,51.58440018,20.0977993,571,,,,airport,OurAirports,
11797,Björkvik Air Base,Björkvik,Sweden,,ESKX,58.79079819,16.57119942,0,,,,airport,OurAirports,
11798,Ljungbyhed Airport,Ljungbyhed,Sweden,,ESTL,56.08280182,13.21249962,140,,,,airport,OurAirports,
11799,Daugavpils Intrenational Airport,Daugavpils,Latvia,DGP,EVDA,55.94472122,26.66500092,398,,,,airport,OurAirports,
11800,Jēkabpils Air Base,Jēkabpils,Latvia,,EVKA,56.534698,25.8925,289,,,,airport,OurAirports,
11801,Jūrmala Airport,Tukums,Latvia,,EVTA,56.9422,23.2239,220,,,,airport,OurAirports,
11802,Kėdainiai Air Base,Kėdainiai,Lithuania,,EYKD,55.31169891,23.95639992,171,,,,airport,OurAirports,
11803,Lime Acres Finsch Mine Airport,Lime Acres,South Africa,LMR,FALC,-28.36009979,23.43910027,4900,,,,airport,OurAirports,
11804,Sua Pan Airport,Sowa,Botswana,SXN,FBSN,-20.5534,26.115801,2985,,,,airport,OurAirports,
11805,Lusaka City Airport,Lusaka,Zambia,,FLLC,-15.41380024,28.33069992,4200,,,,airport,OurAirports,
11806,Sumbe Airport,Sumbe,Angola,NDD,FNSU,-11.16790009,13.84749985,36,,,,airport,OurAirports,
11807,Mangochi Airport,Mangochi,Malawi,MAI,FWMG,-14.4829998,35.26699829,1580,,,,airport,OurAirports,
11808,Arandis Airport,Arandis,Namibia,ADI,FYAR,-22.46220016,14.97999954,1905,,,,airport,OurAirports,
11809,Mariental Airport,Mariental,Namibia,,FYML,-24.60540009,17.92539978,3650,,,,airport,OurAirports,
11810,Almaza Air Force Base,Cairo,Egypt,,HEAZ,30.09180069,31.36000061,300,,,,airport,OurAirports,
11811,Beni Suef Air Base,Beni Suef,Egypt,,HEBS,29.20829964,31.01659966,108,,,,airport,OurAirports,
11812,Jiyanklis Air Base,Jiyanklis,Egypt,,HEGS,30.81979942,30.19120026,49,,,,airport,OurAirports,
11813,Merowe New Airport,Merowe,Sudan,MWE,HSMN,18.44333333,31.84333333,897,,,,airport,OurAirports,
11814,St Louis Regional Airport,Alton/St Louis,United States,ALN,KALN,38.89030075,-90.04599762,544,,,,airport,OurAirports,
11815,Chandler Field,Alexandria,United States,AXN,KAXN,45.86629868,-95.3946991,1425,,,,airport,OurAirports,
11816,Columbus Municipal Airport,Columbus,United States,CLU,KBAK,39.26190186,-85.89630127,656,,,,airport,OurAirports,
11817,Curtis Field,Brady,United States,BBD,KBBD,31.17930031,-99.32389832,1827,,,,airport,OurAirports,
11818,Eastern Sierra Regional Airport,Bishop,United States,BIH,KBIH,37.37310028,-118.3639984,4124,,,,airport,OurAirports,
11819,Baker City Municipal Airport,Baker City,United States,BKE,KBKE,44.83729935,-117.8089981,3373,,,,airport,OurAirports,
11820,Miley Memorial Field,Big Piney,United States,BPI,KBPI,42.58509827,-110.1110001,6990,,,,airport,OurAirports,
11821,Ozark Regional Airport,Mountain Home,United States,WMH,KBPK,36.3689003,-92.47049713,928,,,,airport,OurAirports,
11822,W K Kellogg Airport,Battle Creek,United States,BTL,KBTL,42.30730057,-85.25150299,952,,,,airport,OurAirports,
11823,Burley Municipal Airport,Burley,United States,BYI,KBYI,42.54259872,-113.7720032,4150,,,,airport,OurAirports,
11824,Northeast Iowa Regional Airport,Charles City,United States,CCY,KCCY,43.07260132,-92.6108017,1125,,,,airport,OurAirports,
11825,Chanute Martin Johnson Airport,Chanute,United States,CNU,KCNU,37.66880035,-95.48509979,1002,,,,airport,OurAirports,
11826,Jacksonville Executive at Craig Airport,Jacksonville,United States,CRG,KCRG,30.3362999,-81.51439667,41,,,,airport,OurAirports,
11827,Crossville Memorial Whitson Field,Crossville,United States,CSV,KCSV,35.95130157,-85.08499908,1881,,,,airport,OurAirports,
11828,Davison Army Air Field,Fort Belvoir,United States,DAA,KDAA,38.71500015,-77.18099976,73,,,,airport,OurAirports,
11829,Barstow Daggett Airport,Daggett,United States,DAG,KDAG,34.85369873,-116.7870026,1930,,,,airport,OurAirports,
11830,Deming Municipal Airport,Deming,United States,DMN,KDMN,32.26229858,-107.7210007,4314,,,,airport,OurAirports,
11831,Desert Rock Airport,Mercury,United States,DRA,KDRA,36.6194,-116.032997,3314,,,,airport,OurAirports,
11832,Needles Airport,Needles,United States,EED,KEED,34.7663002,-114.6230011,983,,,,airport,OurAirports,
11833,Duke Field,Crestview,United States,EGI,KEGI,30.65040016,-86.52290344,191,,,,airport,OurAirports,
11834,Murray Field,Eureka,United States,EKA,KEKA,40.80339813,-124.112999,7,,,,airport,OurAirports,
11835,San Marcos Regional Airport,San Marcos,United States,,KHYI,29.8927,-97.862999,597,,,,airport,OurAirports,
11836,Sawyer County Airport,Hayward,United States,HYR,KHYR,46.02519989,-91.44429779,1216,,,,airport,OurAirports,
11837,Kimble County Airport,Junction,United States,JCT,KJCT,30.51129913,-99.7634964,1749,,,,airport,OurAirports,
11838,Monticello Municipal Ellis Field,Monticello,United States,,KLLQ,33.6385994,-91.75099945,270,,,,airport,OurAirports,
11839,Derby Field,Lovelock,United States,LOL,KLOL,40.06639862,-118.5650024,3904,,,,airport,OurAirports,
11840,Mobridge Municipal Airport,Mobridge,United States,MBG,KMBG,45.54650116,-100.4079971,1716,,,,airport,OurAirports,
11841,Mc Comb/Pike County Airport/John E Lewis Field,Mc Comb,United States,MCB,KMCB,31.17849922,-90.47190094,413,,,,airport,OurAirports,
11842,Southern Illinois Airport,Carbondale/Murphysboro,United States,MDH,KMDH,37.77809906,-89.2519989,411,,,,airport,OurAirports,
11843,Mc Entire Joint National Guard Base,Eastover,United States,MMT,KMMT,33.92079926,-80.80130005,254,,,,airport,OurAirports,
11844,Brunswick Executive Airport,Brunswick,United States,NHZ,KNHZ,43.89220047,-69.93859863,72,,,,airport,OurAirports,
11845,Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,United States,NRB,KNRB,30.39109993,-81.42469788,15,,,,airport,OurAirports,
11846,Orangeburg Municipal Airport,Orangeburg,United States,OGB,KOGB,33.45679855,-80.85949707,195,,,,airport,OurAirports,
11847,Columbus Municipal Airport,Columbus,United States,,KOLU,41.44800186,-97.34259796,1447,,,,airport,OurAirports,
11848,Ottumwa Regional Airport,Ottumwa,United States,OTM,KOTM,41.10660172,-92.44789886,845,,,,airport,OurAirports,
11849,Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,United States,OZR,KOZR,31.27569962,-85.71340179,301,,,,airport,OurAirports,
11850,Ralph Wenz Field,Pinedale,United States,PWY,KPNA,42.79550171,-109.8069992,7102,,,,airport,OurAirports,
11851,Dutchess County Airport,Poughkeepsie,United States,POU,KPOU,41.62659836,-73.88420105,165,,,,airport,OurAirports,
11852,New Richmond Regional Airport,New Richmond,United States,,KRNH,45.14830017,-92.5381012,998,,,,airport,OurAirports,
11853,Russell Municipal Airport,Russell,United States,RSL,KRSL,38.87210083,-98.8117981,1862,,,,airport,OurAirports,
11854,Redwood Falls Municipal Airport,Redwood Falls,United States,RWF,KRWF,44.54719925,-95.08229828,1024,,,,airport,OurAirports,
11855,Salinas Municipal Airport,Salinas,United States,SNS,KSNS,36.66279984,-121.6060028,85,,,,airport,OurAirports,
11856,Sonora Municipal Airport,Sonora,United States,,KSOA,30.58569908,-100.6490021,2140,,,,airport,OurAirports,
11857,Saline County Regional Airport,Benton,United States,,KSUZ,34.59059906,-92.47940063,390,,,,airport,OurAirports,
11858,Tonopah Airport,Tonopah,United States,TPH,KTPH,38.06019974,-117.086998,5430,,,,airport,OurAirports,
11859,Aurora State Airport,Aurora,United States,,KUAO,45.24710083,-122.7699966,200,,,,airport,OurAirports,
11860,Ukiah Municipal Airport,Ukiah,United States,UKI,KUKI,39.12599945,-123.2009964,614,,,,airport,OurAirports,
11861,University Oxford Airport,Oxford,United States,UOX,KUOX,34.38430023,-89.53679657,452,,,,airport,OurAirports,
11862,Huntsville Regional Airport,Huntsville,United States,HTV,KUTS,30.74690056,-95.58719635,363,,,,airport,OurAirports,
11863,Miller Field,Valentine,United States,VTN,KVTN,42.85779953,-100.5479965,2596,,,,airport,OurAirports,
11864,Winnemucca Municipal Airport,Winnemucca,United States,WMC,KWMC,40.89659882,-117.8059998,4308,,,,airport,OurAirports,
11865,West Woodward Airport,Woodward,United States,WWR,KWWR,36.438,-99.5226667,2189,,,,airport,OurAirports,
11866,Cape Canaveral AFS Skid Strip,Cocoa Beach,United States,,KXMR,28.46759987,-80.56659698,10,,,,airport,OurAirports,
11867,Homey (Area 51) Airport,Groom Lake,United States,,KXTA,37.23500061,-115.810997,4462,,,,airport,OurAirports,
11868,Zanesville Municipal Airport,Zanesville,United States,ZZV,KZZV,39.94440079,-81.89209747,900,,,,airport,OurAirports,
11869,Gjadër Air Base,Gjadër,Albania,,LAGJ,41.895199,19.5987,23,,,,airport,OurAirports,
11870,Kukës Airport,Kukës,Albania,,LAKU,42.03369904,20.41589928,1120,,,,airport,OurAirports,
11871,Kuçovë Air Base,Kuçovë,Albania,,LAKV,40.77190018,19.90189934,135,,,,airport,OurAirports,
11872,Vlorë Air Base,Vlorë,Albania,,LAVL,40.47610092,19.4741993,3,,,,airport,OurAirports,
11873,Haskovo Malevo Airport,Haskovo,Bulgaria,,LBHS,41.976398,25.5898,160,,,,airport,OurAirports,
11874,Gabrovnitsa Air Base,Gabrovnitsa,Bulgaria,,LBMG,43.54430008,23.27249908,626,,,,airport,OurAirports,
11875,Graf Ignatievo Air Base,Graf Ignatievo,Bulgaria,,LBPG,42.29040146,24.7140007,190,,,,airport,OurAirports,
11876,Dolna Mitropoliya Air Base,Dolna Mitropoliya,Bulgaria,,LBPL,43.451401,24.5028,330,,,,airport,OurAirports,
11877,Balchik Air Base,Balchik,Bulgaria,,LBWB,43.42380142,28.18129921,660,,,,airport,OurAirports,
11878,Cuatro Vientos Airport,Madrid,Spain,ECV,LECU,40.370701,-3.78514,2269,,,,airport,OurAirports,
11879,Castellón-Costa Azahar Airport,Castellón de la Plana,Spain,CDT,LEDS,40.213889,0.073333,1145,,,,airport,OurAirports,
11880,Teruel Airport,Teruel,Spain,TEV,LETL,40.403,-1.2183,3380,,,,airport,OurAirports,
11881,Blois-Le Breuil Airport,Blois/Le Breuil,France,,LFOQ,47.678502,1.20884,398,,,,airport,OurAirports,
11882,Trento-Mattarello Airport,Trento (TN),Italy,,LIDT,46.0214,11.1242,610,,,,airport,OurAirports,
11883,Alessandria Airport,Alessandria,Italy,,LILA,44.925201,8.62513,299,,,,airport,OurAirports,
11884,Biella-Cerrione Airport,Biella (BI),Italy,,LILE,45.4953,8.10278,920,,,,airport,OurAirports,
11885,Vercelli Airport,Vercelli,Italy,,LILI,45.310233,8.417935,417,,,,airport,OurAirports,
11886,Casale Monferrato Airport,Casale Monferrato,Italy,,LILM,45.111198,8.45603,377,,,,airport,OurAirports,
11887,Varese-Venegono Airport,Varese,Italy,,LILN,45.742199,8.888233,1050,,,,airport,OurAirports,
11888,Novi Ligure Airport,Novi Ligure,Italy,,LIMR,44.779999,8.78639,607,,,,airport,OurAirports,
11889,Sarzana-Luni Air Base,Sarzana (SP),Italy,QLP,LIQW,44.088001,9.98795,45,,,,airport,OurAirports,
11890,Câmpia Turzii Air Base,Câmpia Turzii,Romania,,LRCT,46.50230026,23.8859005,1083,,,,airport,OurAirports,
11891,Mărculeşti International Airport,Mărculeşti,Moldova,,LUBM,47.86270142,28.21279907,312,,,,airport,OurAirports,
11892,Cahul International Airport,Cahul,Moldova,,LUCH,45.84379959,28.26370049,652,,,,airport,OurAirports,
11893,Tiraspol Airport,Tiraspol,Moldova,,LUTR,46.86809921,29.59059906,141,,,,airport,OurAirports,
11894,Batajnica Air Base,Batajnica,Serbia,BJY,LYBT,44.935299,20.2575,265,,,,airport,OurAirports,
11895,Rubelsanto Airport,Rubelsanto,Guatemala,RUV,MGRB,15.99199963,-90.44529724,426,,,,airport,OurAirports,
11896,Coronel Enrique Soto Cano Air Base,Comayagua,Honduras,XPL,MHSC,14.3824,-87.621201,2061,,,,airport,OurAirports,
11897,Upala Airport,Upala,Costa Rica,UPL,MRUP,10.8922,-85.016197,184,,,,airport,OurAirports,
11898,San Nicolas De Bari Airport,San Nicolás,Cuba,QSN,MUNB,22.7560997,-81.92089844,49,,,,airport,OurAirports,
11899,San Julian Air Base,Pinar Del Rio,Cuba,SNJ,MUSJ,22.09530067,-84.15200043,98,,,,airport,OurAirports,
11900,King Salman Abdulaziz Airport,,Saudi Arabia,DWD,OEDM,24.4499,44.121201,3026,,,,airport,OurAirports,
11901,King Khaled Air Base,,Saudi Arabia,KMX,OEKM,18.29730034,42.80350113,6778,,,,airport,OurAirports,
11902,Riyadh Air Base,Riyadh,Saudi Arabia,XXN,OERY,24.70980072,46.72520065,2082,,,,airport,OurAirports,
11903,Jam Airport,Kangan,Iran,KNR,OIBJ,27.82049942,52.35219955,2173,,,,airport,OurAirports,
11904,Hamadan Air Base,Hamadan,Iran,,OIHS,35.21160126,48.65340042,5609,,,,airport,OurAirports,
11905,Payam International Airport,Karaj,Iran,PYK,OIIP,35.77610016,50.8266983,4170,,,,airport,OurAirports,
11906,Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,Kuwait,XIJ,OKAJ,28.93479919,47.79190063,409,,,,airport,OurAirports,
11907,Rayak Air Base,Rayak,Lebanon,,OLRA,33.85079956,35.98770142,3018,,,,airport,OurAirports,
