source_country,destination_country,source_airport,destination_airport,source_lat,source_lon,destination_lat,destination_lon,num_direct_flights,num_connecting_flights,distance_km
Brazil,Germany,Guarulhos - Governador André Franco Montoro International Airport,Frankfurt am Main Airport,-23.43555641,-46.47305679,50.033333,8.570556,2,0,9798.192799
Germany,Brazil,Frankfurt am Main Airport,Guarulhos - Governador André Franco Montoro International Airport,50.033333,8.570556,-23.43555641,-46.47305679,2,0,9798.192799
Russia,United States,Vnukovo International Airport,Los Angeles International Airport,55.59149933,37.26150131,33.94250107,-118.4079971,1,0,9794.052508
United States,Russia,Los Angeles International Airport,Vnukovo International Airport,33.94250107,-118.4079971,55.59149933,37.26150131,1,0,9794.052508
Taiwan,France,Taiwan Taoyuan International Airport,Charles de Gaulle International Airport,25.0777,121.233002,49.012798,2.55,1,0,9785.689389
France,Taiwan,Charles de Gaulle International Airport,Taiwan Taoyuan International Airport,49.012798,2.55,25.0777,121.233002,1,0,9785.689389
United Kingdom,Mauritius,London Heathrow Airport,Sir Seewoosagur Ramgoolam International Airport,51.4706,-0.461941,-20.430201,57.683601,1,0,9784.495163
Mauritius,United Kingdom,Sir Seewoosagur Ramgoolam International Airport,London Heathrow Airport,-20.430201,57.683601,51.4706,-0.461941,1,0,9784.495163
Brazil,Netherlands,Guarulhos - Governador André Franco Montoro International Airport,Amsterdam Airport Schiphol,-23.43555641,-46.47305679,52.308601,4.76389,1,0,9774.916161
Netherlands,Brazil,Amsterdam Airport Schiphol,Guarulhos - Governador André Franco Montoro International Airport,52.308601,4.76389,-23.43555641,-46.47305679,1,0,9774.916161
Russia,United States,Sheremetyevo International Airport,Los Angeles International Airport,55.972599,37.4146,33.94250107,-118.4079971,2,0,9757.480782
United States,Russia,Los Angeles International Airport,Sheremetyevo International Airport,33.94250107,-118.4079971,55.972599,37.4146,2,0,9757.480782
Taiwan,United States,Taiwan Taoyuan International Airport,Seattle Tacoma International Airport,25.0777,121.233002,47.449001,-122.308998,2,0,9756.818788
United States,Taiwan,Seattle Tacoma International Airport,Taiwan Taoyuan International Airport,47.449001,-122.308998,25.0777,121.233002,2,0,9756.818788
Japan,Italy,Narita International Airport,Malpensa International Airport,35.76470184,140.3860016,45.6306,8.72811,1,0,9748.503592
Italy,Japan,Malpensa International Airport,Narita International Airport,45.6306,8.72811,35.76470184,140.3860016,1,0,9748.503592
United Kingdom,Mauritius,London Gatwick Airport,Sir Seewoosagur Ramgoolam International Airport,51.148102,-0.190278,-20.430201,57.683601,3,0,9747.740118
Mauritius,United Kingdom,Sir Seewoosagur Ramgoolam International Airport,London Gatwick Airport,-20.430201,57.683601,51.148102,-0.190278,2,0,9747.740118
Japan,Italy,Kansai International Airport,Leonardo da Vinci–Fiumicino Airport,34.4272995,135.2440033,41.8002778,12.2388889,1,0,9740.591
Italy,Japan,Leonardo da Vinci–Fiumicino Airport,Kansai International Airport,41.8002778,12.2388889,34.4272995,135.2440033,1,0,9740.591
Japan,France,Narita International Airport,Charles de Gaulle International Airport,35.76470184,140.3860016,49.012798,2.55,3,0,9709.928911
France,Japan,Charles de Gaulle International Airport,Narita International Airport,49.012798,2.55,35.76470184,140.3860016,3,0,9709.928911
Japan,France,Tokyo Haneda International Airport,Charles de Gaulle International Airport,35.552299,139.779999,49.012798,2.55,3,0,9706.827296
France,Japan,Charles de Gaulle International Airport,Tokyo Haneda International Airport,49.012798,2.55,35.552299,139.779999,3,0,9706.827296
South Africa,Netherlands,Cape Town International Airport,Amsterdam Airport Schiphol,-33.96480179,18.60169983,52.308601,4.76389,2,0,9687.086601
Netherlands,South Africa,Amsterdam Airport Schiphol,Cape Town International Airport,52.308601,4.76389,-33.96480179,18.60169983,2,0,9687.086601
United Kingdom,South Africa,London Heathrow Airport,Cape Town International Airport,51.4706,-0.461941,-33.96480179,18.60169983,2,0,9680.89359
South Africa,United Kingdom,Cape Town International Airport,London Heathrow Airport,-33.96480179,18.60169983,51.4706,-0.461941,3,0,9680.89359
United States,South Korea,McCarran International Airport,Incheon International Airport,36.08010101,-115.1520004,37.46910095,126.4509964,2,0,9668.459
South Korea,United States,Incheon International Airport,McCarran International Airport,37.46910095,126.4509964,36.08010101,-115.1520004,2,0,9668.459
South Korea,New Zealand,Incheon International Airport,Auckland International Airport,37.46910095,126.4509964,-37.0080986,174.7920074,1,0,9656.273888
New Zealand,South Korea,Auckland International Airport,Incheon International Airport,-37.0080986,174.7920074,37.46910095,126.4509964,1,0,9656.273888
Vietnam,Germany,Tan Son Nhat International Airport,Frankfurt am Main Airport,10.81879997,106.6520004,50.033333,8.570556,2,0,9655.916909
Germany,Vietnam,Frankfurt am Main Airport,Tan Son Nhat International Airport,50.033333,8.570556,10.81879997,106.6520004,2,0,9655.916909
Chile,New Zealand,Comodoro Arturo Merino Benítez International Airport,Auckland International Airport,-33.39300156,-70.78579712,-37.0080986,174.7920074,2,0,9652.958134
New Zealand,Chile,Auckland International Airport,Comodoro Arturo Merino Benítez International Airport,-37.0080986,174.7920074,-33.39300156,-70.78579712,2,0,9652.958134
United Kingdom,Hong Kong,London Heathrow Airport,Hong Kong International Airport,51.4706,-0.461941,22.308901,113.915001,3,0,9630.801601
Hong Kong,United Kingdom,Hong Kong International Airport,London Heathrow Airport,22.308901,113.915001,51.4706,-0.461941,3,0,9630.801601
Japan,France,Kansai International Airport,Charles de Gaulle International Airport,34.4272995,135.2440033,49.012798,2.55,1,0,9625.578956
France,Japan,Charles de Gaulle International Airport,Kansai International Airport,49.012798,2.55,34.4272995,135.2440033,1,0,9625.578956
United States,South Korea,Los Angeles International Airport,Incheon International Airport,33.94250107,-118.4079971,37.46910095,126.4509964,5,0,9625.47318
South Korea,United States,Incheon International Airport,Los Angeles International Airport,37.46910095,126.4509964,33.94250107,-118.4079971,5,0,9625.47318
United States,Germany,Los Angeles International Airport,Munich Airport,33.94250107,-118.4079971,48.353802,11.7861,2,0,9615.800967
Germany,United States,Munich Airport,Los Angeles International Airport,48.353802,11.7861,33.94250107,-118.4079971,2,0,9615.800967
Brazil,Switzerland,Guarulhos - Governador André Franco Montoro International Airport,Zürich Airport,-23.43555641,-46.47305679,47.464699,8.54917,1,0,9608.992673
Switzerland,Brazil,Zürich Airport,Guarulhos - Governador André Franco Montoro International Airport,47.464699,8.54917,-23.43555641,-46.47305679,1,0,9608.992673
Japan,Switzerland,Narita International Airport,Zürich Airport,35.76470184,140.3860016,47.464699,8.54917,2,0,9594.609356
Switzerland,Japan,Zürich Airport,Narita International Airport,47.464699,8.54917,35.76470184,140.3860016,2,0,9594.609356
Taiwan,Canada,Taiwan Taoyuan International Airport,Vancouver International Airport,25.0777,121.233002,49.19390106,-123.1839981,2,0,9591.679293
Canada,Taiwan,Vancouver International Airport,Taiwan Taoyuan International Airport,49.19390106,-123.1839981,25.0777,121.233002,2,0,9591.679293
United Kingdom,Japan,London Heathrow Airport,Narita International Airport,51.4706,-0.461941,35.76470184,140.3860016,4,0,9591.523649
Japan,United Kingdom,Narita International Airport,London Heathrow Airport,35.76470184,140.3860016,51.4706,-0.461941,4,0,9591.523649
United Kingdom,Japan,London Heathrow Airport,Tokyo Haneda International Airport,51.4706,-0.461941,35.552299,139.779999,4,0,9591.485022
Japan,United Kingdom,Tokyo Haneda International Airport,London Heathrow Airport,35.552299,139.779999,51.4706,-0.461941,4,0,9591.485022
Hong Kong,France,Hong Kong International Airport,Charles de Gaulle International Airport,22.308901,113.915001,49.012798,2.55,3,0,9590.058176
France,Hong Kong,Charles de Gaulle International Airport,Hong Kong International Airport,49.012798,2.55,22.308901,113.915001,3,0,9590.058176
Russia,Cuba,Domodedovo International Airport,Juan Gualberto Gomez International Airport,55.40879822,37.90629959,23.03440094,-81.43530273,1,0,9586.088984
Cuba,Russia,Juan Gualberto Gomez International Airport,Domodedovo International Airport,23.03440094,-81.43530273,55.40879822,37.90629959,1,0,9586.088984
Japan,Italy,Narita International Airport,Venice Marco Polo Airport,35.76470184,140.3860016,45.505299,12.3519,1,0,9583.424676
Italy,Japan,Venice Marco Polo Airport,Narita International Airport,45.505299,12.3519,35.76470184,140.3860016,1,0,9583.424676
United Kingdom,Thailand,London Heathrow Airport,Suvarnabhumi Airport,51.4706,-0.461941,13.68109989,100.7470016,4,0,9577.981013
Thailand,United Kingdom,Suvarnabhumi Airport,London Heathrow Airport,13.68109989,100.7470016,51.4706,-0.461941,4,0,9577.981013
Russia,Cuba,Sheremetyevo International Airport,José Martí International Airport,55.972599,37.4146,22.98920059,-82.40910339,2,0,9577.279319
Cuba,Russia,José Martí International Airport,Sheremetyevo International Airport,22.98920059,-82.40910339,55.972599,37.4146,2,0,9577.279319
Brazil,Germany,Rio Galeão – Tom Jobim International Airport,Frankfurt am Main Airport,-22.80999947,-43.25055695,50.033333,8.570556,2,0,9568.420992
Germany,Brazil,Frankfurt am Main Airport,Rio Galeão – Tom Jobim International Airport,50.033333,8.570556,-22.80999947,-43.25055695,2,0,9568.420992
Brazil,Netherlands,Rio Galeão – Tom Jobim International Airport,Amsterdam Airport Schiphol,-22.80999947,-43.25055695,52.308601,4.76389,1,0,9559.690675
Netherlands,Brazil,Amsterdam Airport Schiphol,Rio Galeão – Tom Jobim International Airport,52.308601,4.76389,-22.80999947,-43.25055695,1,0,9559.690675
Thailand,New Zealand,Suvarnabhumi Airport,Auckland International Airport,13.68109989,100.7470016,-37.0080986,174.7920074,2,0,9555.379145
New Zealand,Thailand,Auckland International Airport,Suvarnabhumi Airport,-37.0080986,174.7920074,13.68109989,100.7470016,2,0,9555.379145
United States,Japan,Minneapolis-St Paul International/Wold-Chamberlain Airport,Narita International Airport,44.882,-93.221802,35.76470184,140.3860016,1,0,9552.888708
Japan,United States,Narita International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,35.76470184,140.3860016,44.882,-93.221802,1,0,9552.888708
Netherlands,Ecuador,Amsterdam Airport Schiphol,Mariscal Sucre International Airport,52.308601,4.76389,-0.129166667,-78.3575,2,0,9551.998749
Mexico,Germany,Licenciado Benito Juarez International Airport,Frankfurt am Main Airport,19.4363,-99.072098,50.033333,8.570556,1,0,9551.971692
Germany,Mexico,Frankfurt am Main Airport,Licenciado Benito Juarez International Airport,50.033333,8.570556,19.4363,-99.072098,1,0,9551.971692
United States,Switzerland,Los Angeles International Airport,Zürich Airport,33.94250107,-118.4079971,47.464699,8.54917,2,0,9534.099223
Switzerland,United States,Zürich Airport,Los Angeles International Airport,47.464699,8.54917,33.94250107,-118.4079971,2,0,9534.099223
Russia,United States,Domodedovo International Airport,George Bush Intercontinental Houston Airport,55.40879822,37.90629959,29.9843998,-95.34140015,2,0,9532.440518
United States,Russia,George Bush Intercontinental Houston Airport,Domodedovo International Airport,29.9843998,-95.34140015,55.40879822,37.90629959,2,0,9532.440518
Peru,Spain,Jorge Chávez International Airport,Adolfo Suárez Madrid–Barajas Airport,-12.0219,-77.114305,40.471926,-3.56264,3,0,9526.187448
Spain,Peru,Adolfo Suárez Madrid–Barajas Airport,Jorge Chávez International Airport,40.471926,-3.56264,-12.0219,-77.114305,3,0,9526.187448
United Kingdom,China,London Heathrow Airport,Guangzhou Baiyun International Airport,51.4706,-0.461941,23.39240074,113.2990036,1,0,9495.835464
China,United Kingdom,Guangzhou Baiyun International Airport,London Heathrow Airport,23.39240074,113.2990036,51.4706,-0.461941,1,0,9495.835464
China,United States,Beijing Capital International Airport,San Francisco International Airport,40.08010101,116.5849991,37.61899948,-122.375,3,0,9494.068045
United States,China,San Francisco International Airport,Beijing Capital International Airport,37.61899948,-122.375,40.08010101,116.5849991,3,0,9494.068045
Brazil,Italy,Guarulhos - Governador André Franco Montoro International Airport,Malpensa International Airport,-23.43555641,-46.47305679,45.6306,8.72811,1,0,9485.490802
Italy,Brazil,Malpensa International Airport,Guarulhos - Governador André Franco Montoro International Airport,45.6306,8.72811,-23.43555641,-46.47305679,1,0,9485.490802
United Kingdom,Brazil,London Heathrow Airport,Guarulhos - Governador André Franco Montoro International Airport,51.4706,-0.461941,-23.43555641,-46.47305679,2,0,9460.181537
Brazil,United Kingdom,Guarulhos - Governador André Franco Montoro International Airport,London Heathrow Airport,-23.43555641,-46.47305679,51.4706,-0.461941,2,0,9460.181537
China,France,Guangzhou Baiyun International Airport,Charles de Gaulle International Airport,23.39240074,113.2990036,49.012798,2.55,2,0,9456.204036
France,China,Charles de Gaulle International Airport,Guangzhou Baiyun International Airport,49.012798,2.55,23.39240074,113.2990036,2,0,9456.204036
Thailand,France,Suvarnabhumi Airport,Charles de Gaulle International Airport,13.68109989,100.7470016,49.012798,2.55,3,0,9448.247267
France,Thailand,Charles de Gaulle International Airport,Suvarnabhumi Airport,49.012798,2.55,13.68109989,100.7470016,3,0,9448.247267
Mauritius,France,Sir Seewoosagur Ramgoolam International Airport,Charles de Gaulle International Airport,-20.430201,57.683601,49.012798,2.55,2,0,9447.001904
France,Mauritius,Charles de Gaulle International Airport,Sir Seewoosagur Ramgoolam International Airport,49.012798,2.55,-20.430201,57.683601,2,0,9447.001904
Japan,French Polynesia,Narita International Airport,Faa'a International Airport,35.76470184,140.3860016,-17.553699,-149.606995,2,0,9444.638535
French Polynesia,Japan,Faa'a International Airport,Narita International Airport,-17.553699,-149.606995,35.76470184,140.3860016,2,0,9444.638535
Taiwan,Netherlands,Taiwan Taoyuan International Airport,Amsterdam Airport Schiphol,25.0777,121.233002,52.308601,4.76389,2,0,9442.51449
Netherlands,Taiwan,Amsterdam Airport Schiphol,Taiwan Taoyuan International Airport,52.308601,4.76389,25.0777,121.233002,2,0,9442.51449
United States,Germany,San Francisco International Airport,Munich Airport,37.61899948,-122.375,48.353802,11.7861,2,0,9437.035841
Germany,United States,Munich Airport,San Francisco International Airport,48.353802,11.7861,37.61899948,-122.375,2,0,9437.035841
Mauritius,France,Sir Seewoosagur Ramgoolam International Airport,Paris-Orly Airport,-20.430201,57.683601,48.7233333,2.3794444,1,0,9436.211029
Brazil,Italy,Guarulhos - Governador André Franco Montoro International Airport,Leonardo da Vinci–Fiumicino Airport,-23.43555641,-46.47305679,41.8002778,12.2388889,1,0,9432.580603
Italy,Brazil,Leonardo da Vinci–Fiumicino Airport,Guarulhos - Governador André Franco Montoro International Airport,41.8002778,12.2388889,-23.43555641,-46.47305679,1,0,9432.580603
Brazil,France,Guarulhos - Governador André Franco Montoro International Airport,Charles de Gaulle International Airport,-23.43555641,-46.47305679,49.012798,2.55,2,0,9405.197741
France,Brazil,Charles de Gaulle International Airport,Guarulhos - Governador André Franco Montoro International Airport,49.012798,2.55,-23.43555641,-46.47305679,2,0,9405.197741
United States,Nigeria,Hartsfield Jackson Atlanta International Airport,Murtala Muhammed International Airport,33.6367,-84.428101,6.577370167,3.321160078,1,0,9395.424715
Nigeria,United States,Murtala Muhammed International Airport,Hartsfield Jackson Atlanta International Airport,6.577370167,3.321160078,33.6367,-84.428101,1,0,9395.424715
United States,Spain,Los Angeles International Airport,Adolfo Suárez Madrid–Barajas Airport,33.94250107,-118.4079971,40.471926,-3.56264,4,0,9386.980182
Spain,United States,Adolfo Suárez Madrid–Barajas Airport,Los Angeles International Airport,40.471926,-3.56264,33.94250107,-118.4079971,4,0,9386.980182
United States,Switzerland,San Francisco International Airport,Zürich Airport,37.61899948,-122.375,47.464699,8.54917,2,0,9375.712991
Switzerland,United States,Zürich Airport,San Francisco International Airport,47.464699,8.54917,37.61899948,-122.375,2,0,9375.712991
Reunion,France,Roland Garros Airport,Charles de Gaulle International Airport,-20.88710022,55.51029968,49.012798,2.55,1,0,9369.39453
France,Reunion,Charles de Gaulle International Airport,Roland Garros Airport,49.012798,2.55,-20.88710022,55.51029968,1,0,9369.39453
China,New Zealand,Shanghai Pudong International Airport,Auckland International Airport,31.14340019,121.8050003,-37.0080986,174.7920074,2,0,9368.518687
New Zealand,China,Auckland International Airport,Shanghai Pudong International Airport,-37.0080986,174.7920074,31.14340019,121.8050003,2,0,9368.518687
Japan,Germany,Narita International Airport,Frankfurt am Main Airport,35.76470184,140.3860016,50.033333,8.570556,1,0,9366.623284
Germany,Japan,Frankfurt am Main Airport,Narita International Airport,50.033333,8.570556,35.76470184,140.3860016,1,0,9366.623284
Taiwan,Germany,Taiwan Taoyuan International Airport,Frankfurt am Main Airport,25.0777,121.233002,50.033333,8.570556,1,0,9365.026899
Germany,Taiwan,Frankfurt am Main Airport,Taiwan Taoyuan International Airport,50.033333,8.570556,25.0777,121.233002,1,0,9365.026899
Japan,Germany,Tokyo Haneda International Airport,Frankfurt am Main Airport,35.552299,139.779999,50.033333,8.570556,2,0,9360.828365
Germany,Japan,Frankfurt am Main Airport,Tokyo Haneda International Airport,50.033333,8.570556,35.552299,139.779999,2,0,9360.828365
Japan,Germany,Tokyo Haneda International Airport,Munich Airport,35.552299,139.779999,48.353802,11.7861,2,0,9358.617787
Germany,Japan,Munich Airport,Tokyo Haneda International Airport,48.353802,11.7861,35.552299,139.779999,2,0,9358.617787
Reunion,France,Roland Garros Airport,Paris-Orly Airport,-20.88710022,55.51029968,48.7233333,2.3794444,3,0,9357.482277
France,Reunion,Paris-Orly Airport,Roland Garros Airport,48.7233333,2.3794444,-20.88710022,55.51029968,3,0,9357.482277
Hong Kong,Italy,Hong Kong International Airport,Malpensa International Airport,22.308901,113.915001,45.6306,8.72811,1,0,9357.353927
Italy,Hong Kong,Malpensa International Airport,Hong Kong International Airport,45.6306,8.72811,22.308901,113.915001,1,0,9357.353927
Japan,Germany,Narita International Airport,Düsseldorf Airport,35.76470184,140.3860016,51.289501,6.76678,2,0,9331.016752
Germany,Japan,Düsseldorf Airport,Narita International Airport,51.289501,6.76678,35.76470184,140.3860016,2,0,9331.016752
Qatar,Australia,Hamad International Airport,Perth International Airport,25.273056,51.608056,-31.94029999,115.9670029,1,0,9329.632918
Australia,Qatar,Perth International Airport,Hamad International Airport,-31.94029999,115.9670029,25.273056,51.608056,1,0,9329.632918
United States,Germany,Los Angeles International Airport,Frankfurt am Main Airport,33.94250107,-118.4079971,50.033333,8.570556,2,0,9321.985338
Germany,United States,Frankfurt am Main Airport,Los Angeles International Airport,50.033333,8.570556,33.94250107,-118.4079971,2,0,9321.985338
Japan,Netherlands,Narita International Airport,Amsterdam Airport Schiphol,35.76470184,140.3860016,52.308601,4.76389,1,0,9318.780898
Netherlands,Japan,Amsterdam Airport Schiphol,Narita International Airport,52.308601,4.76389,35.76470184,140.3860016,1,0,9318.780898
China,Netherlands,Xiamen Gaoqi International Airport,Amsterdam Airport Schiphol,24.54400063,118.1279984,52.308601,4.76389,2,0,9317.189703
Netherlands,China,Amsterdam Airport Schiphol,Xiamen Gaoqi International Airport,52.308601,4.76389,24.54400063,118.1279984,2,0,9317.189703
China,New Zealand,Guangzhou Baiyun International Airport,Auckland International Airport,23.39240074,113.2990036,-37.0080986,174.7920074,1,0,9300.091048
New Zealand,China,Auckland International Airport,Guangzhou Baiyun International Airport,-37.0080986,174.7920074,23.39240074,113.2990036,1,0,9300.091048
Russia,Dominican Republic,Domodedovo International Airport,Punta Cana International Airport,55.40879822,37.90629959,18.56739998,-68.36340332,1,0,9296.605129
Dominican Republic,Russia,Punta Cana International Airport,Domodedovo International Airport,18.56739998,-68.36340332,55.40879822,37.90629959,1,0,9296.605129
Israel,Canada,Ben Gurion International Airport,Lester B. Pearson International Airport,32.01139832,34.88669968,43.67720032,-79.63059998,2,0,9295.123274
Canada,Israel,Lester B. Pearson International Airport,Ben Gurion International Airport,43.67720032,-79.63059998,32.01139832,34.88669968,2,0,9295.123274
Japan,Germany,Chubu Centrair International Airport,Frankfurt am Main Airport,34.85839844,136.8049927,50.033333,8.570556,2,0,9293.490558
Germany,Japan,Frankfurt am Main Airport,Chubu Centrair International Airport,50.033333,8.570556,34.85839844,136.8049927,2,0,9293.490558
United States,Japan,Denver International Airport,Narita International Airport,39.86169815,-104.6729965,35.76470184,140.3860016,2,0,9292.769303
Japan,United States,Narita International Airport,Denver International Airport,35.76470184,140.3860016,39.86169815,-104.6729965,2,0,9292.769303
Hong Kong,Italy,Hong Kong International Airport,Leonardo da Vinci–Fiumicino Airport,22.308901,113.915001,41.8002778,12.2388889,1,0,9283.249466
Italy,Hong Kong,Leonardo da Vinci–Fiumicino Airport,Hong Kong International Airport,41.8002778,12.2388889,22.308901,113.915001,1,0,9283.249466
Hong Kong,Switzerland,Hong Kong International Airport,Zürich Airport,22.308901,113.915001,47.464699,8.54917,1,0,9279.78389
Switzerland,Hong Kong,Zürich Airport,Hong Kong International Airport,47.464699,8.54917,22.308901,113.915001,1,0,9279.78389
Finland,Singapore,Helsinki Vantaa Airport,Singapore Changi Airport,60.31719971,24.9633007,1.35019,103.994003,1,0,9275.352947
Singapore,Finland,Singapore Changi Airport,Helsinki Vantaa Airport,1.35019,103.994003,60.31719971,24.9633007,1,0,9275.352947
Hong Kong,Netherlands,Hong Kong International Airport,Amsterdam Airport Schiphol,22.308901,113.915001,52.308601,4.76389,2,0,9274.425114
Netherlands,Hong Kong,Amsterdam Airport Schiphol,Hong Kong International Airport,52.308601,4.76389,22.308901,113.915001,2,0,9274.425114
Israel,United States,Ben Gurion International Airport,Philadelphia International Airport,32.01139832,34.88669968,39.87189865,-75.2410965,2,0,9267.594518
United States,Israel,Philadelphia International Airport,Ben Gurion International Airport,39.87189865,-75.2410965,32.01139832,34.88669968,2,0,9267.594518
China,France,Shanghai Pudong International Airport,Charles de Gaulle International Airport,31.14340019,121.8050003,49.012798,2.55,3,0,9266.439833
France,China,Charles de Gaulle International Airport,Shanghai Pudong International Airport,49.012798,2.55,31.14340019,121.8050003,3,0,9266.439833
Thailand,Belgium,Suvarnabhumi Airport,Brussels Airport,13.68109989,100.7470016,50.90140152,4.48443985,2,0,9262.290988
Belgium,Thailand,Brussels Airport,Suvarnabhumi Airport,50.90140152,4.48443985,13.68109989,100.7470016,2,0,9262.290988
Japan,Germany,Kansai International Airport,Frankfurt am Main Airport,34.4272995,135.2440033,50.033333,8.570556,2,0,9261.334214
Germany,Japan,Frankfurt am Main Airport,Kansai International Airport,50.033333,8.570556,34.4272995,135.2440033,2,0,9261.334214
United Kingdom,Brazil,London Heathrow Airport,Rio Galeão – Tom Jobim International Airport,51.4706,-0.461941,-22.80999947,-43.25055695,1,0,9253.295967
Brazil,United Kingdom,Rio Galeão – Tom Jobim International Airport,London Heathrow Airport,-22.80999947,-43.25055695,51.4706,-0.461941,1,0,9253.295967
Russia,Dominican Republic,Sheremetyevo International Airport,Punta Cana International Airport,55.972599,37.4146,18.56739998,-68.36340332,2,0,9243.36834
Dominican Republic,Russia,Punta Cana International Airport,Sheremetyevo International Airport,18.56739998,-68.36340332,55.972599,37.4146,2,0,9243.36834
United Kingdom,China,London Heathrow Airport,Shanghai Pudong International Airport,51.4706,-0.461941,31.14340019,121.8050003,4,0,9241.423198
China,United Kingdom,Shanghai Pudong International Airport,London Heathrow Airport,31.14340019,121.8050003,51.4706,-0.461941,4,0,9241.423198
Japan,Netherlands,Kansai International Airport,Amsterdam Airport Schiphol,34.4272995,135.2440033,52.308601,4.76389,1,0,9241.280475
Netherlands,Japan,Amsterdam Airport Schiphol,Kansai International Airport,52.308601,4.76389,34.4272995,135.2440033,1,0,9241.280475
Egypt,Canada,Cairo International Airport,Lester B. Pearson International Airport,30.12190056,31.40559959,43.67720032,-79.63059998,1,0,9228.250649
Canada,Egypt,Lester B. Pearson International Airport,Cairo International Airport,43.67720032,-79.63059998,30.12190056,31.40559959,1,0,9228.250649
Russia,United States,Vnukovo International Airport,Miami International Airport,55.59149933,37.26150131,25.79319954,-80.29060364,1,0,9217.766479
United States,Russia,Miami International Airport,Vnukovo International Airport,25.79319954,-80.29060364,55.59149933,37.26150131,1,0,9217.766479