source_country,destination_country,source_airport,destination_airport,source_lat,source_lon,destination_lat,destination_lon,airline_name,airline_iata,num_direct_flights,num_connecting_flights,distance_km
Australia,United States,Sydney Kingsford Smith International Airport,Dallas Fort Worth International Airport,-33.94609833,151.177002,32.896801,-97.038002,Qantas,QF,1,0,13808.17825
Australia,United States,Sydney Kingsford Smith International Airport,Dallas Fort Worth International Airport,-33.94609833,151.177002,32.896801,-97.038002,American Airlines,AA,1,0,13808.17825
United States,South Africa,Hartsfield Jackson Atlanta International Airport,OR Tambo International Airport,33.6367,-84.428101,-26.1392,28.246,Delta Air Lines,DL,1,0,13582.58788
South Africa,United States,OR Tambo International Airport,Hartsfield Jackson Atlanta International Airport,-26.1392,28.246,33.6367,-84.428101,Delta Air Lines,DL,1,0,13582.58788
United Arab Emirates,United States,Dubai International Airport,Los Angeles International Airport,25.25279999,55.36439896,33.94250107,-118.4079971,JetBlue Airways,B6,1,0,13400.07703
United States,United Arab Emirates,Los Angeles International Airport,Dubai International Airport,33.94250107,-118.4079971,25.25279999,55.36439896,JetBlue Airways,B6,1,0,13400.07703
United Arab Emirates,United States,Dubai International Airport,Los Angeles International Airport,25.25279999,55.36439896,33.94250107,-118.4079971,Emirates,EK,1,0,13400.07703
United States,United Arab Emirates,Los Angeles International Airport,Dubai International Airport,33.94250107,-118.4079971,25.25279999,55.36439896,Emirates,EK,1,0,13400.07703
Saudi Arabia,United States,King Abdulaziz International Airport,Los Angeles International Airport,21.6796,39.156502,33.94250107,-118.4079971,Saudi Arabian Airlines,SV,1,0,13389.82006
United States,Saudi Arabia,Los Angeles International Airport,King Abdulaziz International Airport,33.94250107,-118.4079971,21.6796,39.156502,Saudi Arabian Airlines,SV,1,0,13389.82006
United States,Australia,Dallas Fort Worth International Airport,Brisbane International Airport,32.896801,-97.038002,-27.38419914,153.1170044,Qantas,QF,1,0,13364.85465
United States,Australia,Dallas Fort Worth International Airport,Brisbane International Airport,32.896801,-97.038002,-27.38419914,153.1170044,American Airlines,AA,1,0,13364.85465
United Arab Emirates,United States,Dubai International Airport,George Bush Intercontinental Houston Airport,25.25279999,55.36439896,29.9843998,-95.34140015,JetBlue Airways,B6,1,0,13124.81455
United States,United Arab Emirates,George Bush Intercontinental Houston Airport,Dubai International Airport,29.9843998,-95.34140015,25.25279999,55.36439896,JetBlue Airways,B6,1,0,13124.81455
United Arab Emirates,United States,Dubai International Airport,George Bush Intercontinental Houston Airport,25.25279999,55.36439896,29.9843998,-95.34140015,Emirates,EK,1,0,13124.81455
United States,United Arab Emirates,George Bush Intercontinental Houston Airport,Dubai International Airport,29.9843998,-95.34140015,25.25279999,55.36439896,Emirates,EK,1,0,13124.81455
United Arab Emirates,United States,Dubai International Airport,San Francisco International Airport,25.25279999,55.36439896,37.61899948,-122.375,JetBlue Airways,B6,1,0,13020.07123
United States,United Arab Emirates,San Francisco International Airport,Dubai International Airport,37.61899948,-122.375,25.25279999,55.36439896,JetBlue Airways,B6,1,0,13020.07123
United Arab Emirates,United States,Dubai International Airport,San Francisco International Airport,25.25279999,55.36439896,37.61899948,-122.375,Emirates,EK,1,0,13020.07123
United States,United Arab Emirates,San Francisco International Airport,Dubai International Airport,37.61899948,-122.375,25.25279999,55.36439896,Emirates,EK,1,0,13020.07123
Hong Kong,United States,Hong Kong International Airport,John F Kennedy International Airport,22.308901,113.915001,40.63980103,-73.77890015,American Airlines,AA,1,0,12970.38106
United States,Hong Kong,John F Kennedy International Airport,Hong Kong International Airport,40.63980103,-73.77890015,22.308901,113.915001,American Airlines,AA,1,0,12970.38106
Hong Kong,United States,Hong Kong International Airport,John F Kennedy International Airport,22.308901,113.915001,40.63980103,-73.77890015,Cathay Pacific,CX,1,0,12970.38106
United States,Hong Kong,John F Kennedy International Airport,Hong Kong International Airport,40.63980103,-73.77890015,22.308901,113.915001,Cathay Pacific,CX,1,0,12970.38106
United States,Hong Kong,Newark Liberty International Airport,Hong Kong International Airport,40.69250107,-74.16870117,22.308901,113.915001,American Airlines,AA,1,0,12959.91172
Hong Kong,United States,Hong Kong International Airport,Newark Liberty International Airport,22.308901,113.915001,40.69250107,-74.16870117,American Airlines,AA,1,0,12959.91172
United States,Hong Kong,Newark Liberty International Airport,Hong Kong International Airport,40.69250107,-74.16870117,22.308901,113.915001,United Airlines,UA,1,0,12959.91172
Hong Kong,United States,Hong Kong International Airport,Newark Liberty International Airport,22.308901,113.915001,40.69250107,-74.16870117,United Airlines,UA,1,0,12959.91172
United States,Hong Kong,Newark Liberty International Airport,Hong Kong International Airport,40.69250107,-74.16870117,22.308901,113.915001,Cathay Pacific,CX,1,0,12959.91172
Hong Kong,United States,Hong Kong International Airport,Newark Liberty International Airport,22.308901,113.915001,40.69250107,-74.16870117,Cathay Pacific,CX,1,0,12959.91172
Qatar,United States,Hamad International Airport,George Bush Intercontinental Houston Airport,25.273056,51.608056,29.9843998,-95.34140015,Qatar Airways,QR,1,0,12932.53786
United States,Qatar,George Bush Intercontinental Houston Airport,Hamad International Airport,29.9843998,-95.34140015,25.273056,51.608056,Qatar Airways,QR,1,0,12932.53786
Qatar,United States,Hamad International Airport,George Bush Intercontinental Houston Airport,25.273056,51.608056,29.9843998,-95.34140015,US Airways,US,1,0,12932.53786
United States,Qatar,George Bush Intercontinental Houston Airport,Hamad International Airport,29.9843998,-95.34140015,25.273056,51.608056,US Airways,US,1,0,12932.53786
Qatar,United States,Hamad International Airport,George Bush Intercontinental Houston Airport,25.273056,51.608056,29.9843998,-95.34140015,American Airlines,AA,1,0,12932.53786
United States,Qatar,George Bush Intercontinental Houston Airport,Hamad International Airport,29.9843998,-95.34140015,25.273056,51.608056,American Airlines,AA,1,0,12932.53786
United States,United Arab Emirates,Dallas Fort Worth International Airport,Dubai International Airport,32.896801,-97.038002,25.25279999,55.36439896,JetBlue Airways,B6,1,0,12919.38863
United Arab Emirates,United States,Dubai International Airport,Dallas Fort Worth International Airport,25.25279999,55.36439896,32.896801,-97.038002,JetBlue Airways,B6,1,0,12919.38863
United States,United Arab Emirates,Dallas Fort Worth International Airport,Dubai International Airport,32.896801,-97.038002,25.25279999,55.36439896,Emirates,EK,1,0,12919.38863
United Arab Emirates,United States,Dubai International Airport,Dallas Fort Worth International Airport,25.25279999,55.36439896,32.896801,-97.038002,Emirates,EK,1,0,12919.38863
United States,South Africa,John F Kennedy International Airport,OR Tambo International Airport,40.63980103,-73.77890015,-26.1392,28.246,JetBlue Airways,B6,1,0,12831.32665
South Africa,United States,OR Tambo International Airport,John F Kennedy International Airport,-26.1392,28.246,40.63980103,-73.77890015,JetBlue Airways,B6,1,0,12831.32665
United States,South Africa,John F Kennedy International Airport,OR Tambo International Airport,40.63980103,-73.77890015,-26.1392,28.246,South African Airways,SA,1,0,12831.32665
South Africa,United States,OR Tambo International Airport,John F Kennedy International Airport,-26.1392,28.246,40.63980103,-73.77890015,South African Airways,SA,1,0,12831.32665
United States,South Africa,John F Kennedy International Airport,OR Tambo International Airport,40.63980103,-73.77890015,-26.1392,28.246,US Airways,US,1,0,12831.32665
South Africa,United States,OR Tambo International Airport,John F Kennedy International Airport,-26.1392,28.246,40.63980103,-73.77890015,US Airways,US,1,0,12831.32665
United States,South Africa,John F Kennedy International Airport,OR Tambo International Airport,40.63980103,-73.77890015,-26.1392,28.246,United Airlines,UA,1,0,12831.32665
South Africa,United States,OR Tambo International Airport,John F Kennedy International Airport,-26.1392,28.246,40.63980103,-73.77890015,United Airlines,UA,1,0,12831.32665
United States,Australia,Los Angeles International Airport,Melbourne International Airport,33.94250107,-118.4079971,-37.673302,144.843002,Qantas,QF,1,0,12757.89695
Australia,United States,Melbourne International Airport,Los Angeles International Airport,-37.673302,144.843002,33.94250107,-118.4079971,Qantas,QF,1,0,12757.89695
United States,Australia,Los Angeles International Airport,Melbourne International Airport,33.94250107,-118.4079971,-37.673302,144.843002,American Airlines,AA,1,0,12757.89695
Australia,United States,Melbourne International Airport,Los Angeles International Airport,-37.673302,144.843002,33.94250107,-118.4079971,American Airlines,AA,1,0,12757.89695
United States,Australia,Los Angeles International Airport,Melbourne International Airport,33.94250107,-118.4079971,-37.673302,144.843002,Virgin Australia,VA,1,0,12757.89695
Australia,United States,Melbourne International Airport,Los Angeles International Airport,-37.673302,144.843002,33.94250107,-118.4079971,Virgin Australia,VA,1,0,12757.89695
United States,Australia,Los Angeles International Airport,Melbourne International Airport,33.94250107,-118.4079971,-37.673302,144.843002,Delta Air Lines,DL,1,0,12757.89695
Australia,United States,Melbourne International Airport,Los Angeles International Airport,-37.673302,144.843002,33.94250107,-118.4079971,Delta Air Lines,DL,1,0,12757.89695
Hong Kong,Canada,Hong Kong International Airport,Lester B. Pearson International Airport,22.308901,113.915001,43.67720032,-79.63059998,Air Canada,AC,1,0,12548.52925
Canada,Hong Kong,Lester B. Pearson International Airport,Hong Kong International Airport,43.67720032,-79.63059998,22.308901,113.915001,Air Canada,AC,1,0,12548.52925
Hong Kong,Canada,Hong Kong International Airport,Lester B. Pearson International Airport,22.308901,113.915001,43.67720032,-79.63059998,Cathay Pacific,CX,1,0,12548.52925
Canada,Hong Kong,Lester B. Pearson International Airport,Hong Kong International Airport,43.67720032,-79.63059998,22.308901,113.915001,Cathay Pacific,CX,1,0,12548.52925
India,United States,Chhatrapati Shivaji International Airport,Newark Liberty International Airport,19.08869934,72.86789703,40.69250107,-74.16870117,United Airlines,UA,1,0,12545.8292
United States,India,Newark Liberty International Airport,Chhatrapati Shivaji International Airport,40.69250107,-74.16870117,19.08869934,72.86789703,United Airlines,UA,1,0,12545.8292
India,United States,Chhatrapati Shivaji International Airport,Newark Liberty International Airport,19.08869934,72.86789703,40.69250107,-74.16870117,Air India Limited,AI,1,0,12545.8292
United States,India,Newark Liberty International Airport,Chhatrapati Shivaji International Airport,40.69250107,-74.16870117,19.08869934,72.86789703,Air India Limited,AI,1,0,12545.8292
United States,Taiwan,John F Kennedy International Airport,Taiwan Taoyuan International Airport,40.63980103,-73.77890015,25.0777,121.233002,EVA Air,BR,1,0,12544.61665
Taiwan,United States,Taiwan Taoyuan International Airport,John F Kennedy International Airport,25.0777,121.233002,40.63980103,-73.77890015,EVA Air,BR,1,0,12544.61665
Hong Kong,United States,Hong Kong International Airport,Chicago O'Hare International Airport,22.308901,113.915001,41.9786,-87.9048,American Airlines,AA,1,0,12522.53625
United States,Hong Kong,Chicago O'Hare International Airport,Hong Kong International Airport,41.9786,-87.9048,22.308901,113.915001,American Airlines,AA,1,0,12522.53625
Hong Kong,United States,Hong Kong International Airport,Chicago O'Hare International Airport,22.308901,113.915001,41.9786,-87.9048,United Airlines,UA,1,0,12522.53625
United States,Hong Kong,Chicago O'Hare International Airport,Hong Kong International Airport,41.9786,-87.9048,22.308901,113.915001,United Airlines,UA,1,0,12522.53625
Hong Kong,United States,Hong Kong International Airport,Chicago O'Hare International Airport,22.308901,113.915001,41.9786,-87.9048,Cathay Pacific,CX,1,0,12522.53625
United States,Hong Kong,Chicago O'Hare International Airport,Hong Kong International Airport,41.9786,-87.9048,22.308901,113.915001,Cathay Pacific,CX,1,0,12522.53625
Australia,Canada,Sydney Kingsford Smith International Airport,Vancouver International Airport,-33.94609833,151.177002,49.19390106,-123.1839981,Air Canada,AC,1,0,12500.95213
Canada,Australia,Vancouver International Airport,Sydney Kingsford Smith International Airport,49.19390106,-123.1839981,-33.94609833,151.177002,Air Canada,AC,1,0,12500.95213
United Arab Emirates,Brazil,Dubai International Airport,Guarulhos - Governador André Franco Montoro International Airport,25.25279999,55.36439896,-23.43555641,-46.47305679,Emirates,EK,1,0,12217.06283
Brazil,United Arab Emirates,Guarulhos - Governador André Franco Montoro International Airport,Dubai International Airport,-23.43555641,-46.47305679,25.25279999,55.36439896,Emirates,EK,1,0,12217.06283
United States,United Arab Emirates,Hartsfield Jackson Atlanta International Airport,Dubai International Airport,33.6367,-84.428101,25.25279999,55.36439896,Delta Air Lines,DL,1,0,12209.3836
United Arab Emirates,United States,Dubai International Airport,Hartsfield Jackson Atlanta International Airport,25.25279999,55.36439896,33.6367,-84.428101,Delta Air Lines,DL,1,0,12209.3836
United States,Israel,Los Angeles International Airport,Ben Gurion International Airport,33.94250107,-118.4079971,32.01139832,34.88669968,El Al Israel Airlines,LY,1,0,12166.56957
Israel,United States,Ben Gurion International Airport,Los Angeles International Airport,32.01139832,34.88669968,33.94250107,-118.4079971,El Al Israel Airlines,LY,1,0,12166.56957
United Arab Emirates,Brazil,Abu Dhabi International Airport,Guarulhos - Governador André Franco Montoro International Airport,24.43300056,54.65110016,-23.43555641,-46.47305679,Etihad Airways,EY,1,0,12120.96349
Brazil,United Arab Emirates,Guarulhos - Governador André Franco Montoro International Airport,Abu Dhabi International Airport,-23.43555641,-46.47305679,24.43300056,54.65110016,Etihad Airways,EY,1,0,12120.96349
Taiwan,Canada,Taiwan Taoyuan International Airport,Lester B. Pearson International Airport,25.0777,121.233002,43.67720032,-79.63059998,EVA Air,BR,1,0,12078.77416
Canada,Taiwan,Lester B. Pearson International Airport,Taiwan Taoyuan International Airport,43.67720032,-79.63059998,25.0777,121.233002,EVA Air,BR,1,0,12078.77416
United Arab Emirates,Australia,Abu Dhabi International Airport,Sydney Kingsford Smith International Airport,24.43300056,54.65110016,-33.94609833,151.177002,Etihad Airways,EY,1,0,12061.35426
Australia,United Arab Emirates,Sydney Kingsford Smith International Airport,Abu Dhabi International Airport,-33.94609833,151.177002,24.43300056,54.65110016,Etihad Airways,EY,1,0,12061.35426
United Arab Emirates,Australia,Abu Dhabi International Airport,Sydney Kingsford Smith International Airport,24.43300056,54.65110016,-33.94609833,151.177002,Alitalia,AZ,1,0,12061.35426
Australia,United Arab Emirates,Sydney Kingsford Smith International Airport,Abu Dhabi International Airport,-33.94609833,151.177002,24.43300056,54.65110016,Alitalia,AZ,1,0,12061.35426
United Arab Emirates,Australia,Abu Dhabi International Airport,Sydney Kingsford Smith International Airport,24.43300056,54.65110016,-33.94609833,151.177002,Virgin Australia,VA,1,0,12061.35426
Australia,United Arab Emirates,Sydney Kingsford Smith International Airport,Abu Dhabi International Airport,-33.94609833,151.177002,24.43300056,54.65110016,Virgin Australia,VA,1,0,12061.35426
United States,Australia,Los Angeles International Airport,Sydney Kingsford Smith International Airport,33.94250107,-118.4079971,-33.94609833,151.177002,Delta Air Lines,DL,1,0,12061.12784
Australia,United States,Sydney Kingsford Smith International Airport,Los Angeles International Airport,-33.94609833,151.177002,33.94250107,-118.4079971,Delta Air Lines,DL,1,0,12061.12784
United States,Australia,Los Angeles International Airport,Sydney Kingsford Smith International Airport,33.94250107,-118.4079971,-33.94609833,151.177002,Qantas,QF,1,0,12061.12784
Australia,United States,Sydney Kingsford Smith International Airport,Los Angeles International Airport,-33.94609833,151.177002,33.94250107,-118.4079971,Qantas,QF,1,0,12061.12784
United States,Australia,Los Angeles International Airport,Sydney Kingsford Smith International Airport,33.94250107,-118.4079971,-33.94609833,151.177002,American Airlines,AA,1,0,12061.12784
Australia,United States,Sydney Kingsford Smith International Airport,Los Angeles International Airport,-33.94609833,151.177002,33.94250107,-118.4079971,American Airlines,AA,1,0,12061.12784
United States,Australia,Los Angeles International Airport,Sydney Kingsford Smith International Airport,33.94250107,-118.4079971,-33.94609833,151.177002,United Airlines,UA,1,0,12061.12784
Australia,United States,Sydney Kingsford Smith International Airport,Los Angeles International Airport,-33.94609833,151.177002,33.94250107,-118.4079971,United Airlines,UA,1,0,12061.12784
United States,Australia,Los Angeles International Airport,Sydney Kingsford Smith International Airport,33.94250107,-118.4079971,-33.94609833,151.177002,Air New Zealand,NZ,1,0,12061.12784
Australia,United States,Sydney Kingsford Smith International Airport,Los Angeles International Airport,-33.94609833,151.177002,33.94250107,-118.4079971,Air New Zealand,NZ,1,0,12061.12784
United States,Australia,Los Angeles International Airport,Sydney Kingsford Smith International Airport,33.94250107,-118.4079971,-33.94609833,151.177002,Virgin Australia,VA,1,0,12061.12784
Australia,United States,Sydney Kingsford Smith International Airport,Los Angeles International Airport,-33.94609833,151.177002,33.94250107,-118.4079971,Virgin Australia,VA,1,0,12061.12784
United Arab Emirates,Australia,Dubai International Airport,Sydney Kingsford Smith International Airport,25.25279999,55.36439896,-33.94609833,151.177002,Emirates,EK,1,0,12043.87952
Australia,United Arab Emirates,Sydney Kingsford Smith International Airport,Dubai International Airport,-33.94609833,151.177002,25.25279999,55.36439896,Emirates,EK,1,0,12043.87952
United Arab Emirates,Australia,Dubai International Airport,Sydney Kingsford Smith International Airport,25.25279999,55.36439896,-33.94609833,151.177002,Qantas,QF,1,0,12043.87952
Australia,United Arab Emirates,Sydney Kingsford Smith International Airport,Dubai International Airport,-33.94609833,151.177002,25.25279999,55.36439896,Qantas,QF,1,0,12043.87952
India,United States,Indira Gandhi International Airport,Chicago O'Hare International Airport,28.5665,77.103104,41.9786,-87.9048,Air India Limited,AI,1,0,12021.27588
United States,India,Chicago O'Hare International Airport,Indira Gandhi International Airport,41.9786,-87.9048,28.5665,77.103104,Air India Limited,AI,1,0,12021.27588
Australia,United Arab Emirates,Brisbane International Airport,Dubai International Airport,-27.38419914,153.1170044,25.25279999,55.36439896,Emirates,EK,1,0,11979.18928
United Arab Emirates,Australia,Dubai International Airport,Brisbane International Airport,25.25279999,55.36439896,-27.38419914,153.1170044,Emirates,EK,1,0,11979.18928
Australia,United Arab Emirates,Brisbane International Airport,Dubai International Airport,-27.38419914,153.1170044,25.25279999,55.36439896,Qantas,QF,1,0,11979.18928
United Arab Emirates,Australia,Dubai International Airport,Brisbane International Airport,25.25279999,55.36439896,-27.38419914,153.1170044,Qantas,QF,1,0,11979.18928
Qatar,Australia,Hamad International Airport,Melbourne International Airport,25.273056,51.608056,-37.673302,144.843002,Qatar Airways,QR,1,0,11957.51406
Australia,Qatar,Melbourne International Airport,Hamad International Airport,-37.673302,144.843002,25.273056,51.608056,Qatar Airways,QR,1,0,11957.51406
United States,Australia,San Francisco International Airport,Sydney Kingsford Smith International Airport,37.61899948,-122.375,-33.94609833,151.177002,United Airlines,UA,1,0,11949.74277
Australia,United States,Sydney Kingsford Smith International Airport,San Francisco International Airport,-33.94609833,151.177002,37.61899948,-122.375,United Airlines,UA,1,0,11949.74277
United States,Australia,San Francisco International Airport,Sydney Kingsford Smith International Airport,37.61899948,-122.375,-33.94609833,151.177002,Air New Zealand,NZ,1,0,11949.74277
Australia,United States,Sydney Kingsford Smith International Airport,San Francisco International Airport,-33.94609833,151.177002,37.61899948,-122.375,Air New Zealand,NZ,1,0,11949.74277
United Arab Emirates,United States,Dubai International Airport,Seattle Tacoma International Airport,25.25279999,55.36439896,47.449001,-122.308998,JetBlue Airways,B6,1,0,11927.6513
United States,United Arab Emirates,Seattle Tacoma International Airport,Dubai International Airport,47.449001,-122.308998,25.25279999,55.36439896,JetBlue Airways,B6,1,0,11927.6513
United Arab Emirates,United States,Dubai International Airport,Seattle Tacoma International Airport,25.25279999,55.36439896,47.449001,-122.308998,Emirates,EK,1,0,11927.6513
United States,United Arab Emirates,Seattle Tacoma International Airport,Dubai International Airport,47.449001,-122.308998,25.25279999,55.36439896,Emirates,EK,1,0,11927.6513
United Arab Emirates,Brazil,Dubai International Airport,Rio Galeão – Tom Jobim International Airport,25.25279999,55.36439896,-22.80999947,-43.25055695,Emirates,EK,1,0,11883.86741
Brazil,United Arab Emirates,Rio Galeão – Tom Jobim International Airport,Dubai International Airport,-22.80999947,-43.25055695,25.25279999,55.36439896,Emirates,EK,1,0,11883.86741
United States,China,John F Kennedy International Airport,Shanghai Pudong International Airport,40.63980103,-73.77890015,31.14340019,121.8050003,Delta Air Lines,DL,1,0,11873.66461
China,United States,Shanghai Pudong International Airport,John F Kennedy International Airport,31.14340019,121.8050003,40.63980103,-73.77890015,Delta Air Lines,DL,1,0,11873.66461
United States,China,John F Kennedy International Airport,Shanghai Pudong International Airport,40.63980103,-73.77890015,31.14340019,121.8050003,China Eastern Airlines,MU,1,0,11873.66461
China,United States,Shanghai Pudong International Airport,John F Kennedy International Airport,31.14340019,121.8050003,40.63980103,-73.77890015,China Eastern Airlines,MU,1,0,11873.66461
United States,China,Newark Liberty International Airport,Shanghai Pudong International Airport,40.69250107,-74.16870117,31.14340019,121.8050003,United Airlines,UA,1,0,11859.9909
China,United States,Shanghai Pudong International Airport,Newark Liberty International Airport,31.14340019,121.8050003,40.69250107,-74.16870117,United Airlines,UA,1,0,11859.9909
United States,China,Newark Liberty International Airport,Shanghai Pudong International Airport,40.69250107,-74.16870117,31.14340019,121.8050003,Air China,CA,1,0,11859.9909
China,United States,Shanghai Pudong International Airport,Newark Liberty International Airport,31.14340019,121.8050003,40.69250107,-74.16870117,Air China,CA,1,0,11859.9909
Qatar,Brazil,Hamad International Airport,Guarulhos - Governador André Franco Montoro International Airport,25.273056,51.608056,-23.43555641,-46.47305679,Qatar Airways,QR,1,0,11858.32152
Brazil,Qatar,Guarulhos - Governador André Franco Montoro International Airport,Hamad International Airport,-23.43555641,-46.47305679,25.273056,51.608056,Qatar Airways,QR,1,0,11858.32152
Angola,China,Quatro de Fevereiro Airport,Beijing Capital International Airport,-8.85837,13.2312,40.08010101,116.5849991,TAAG Angola Airlines,DT,1,0,11774.23567
China,Angola,Beijing Capital International Airport,Quatro de Fevereiro Airport,40.08010101,116.5849991,-8.85837,13.2312,TAAG Angola Airlines,DT,1,0,11774.23567
India,United States,Indira Gandhi International Airport,Newark Liberty International Airport,28.5665,77.103104,40.69250107,-74.16870117,United Airlines,UA,1,0,11763.7353
United States,India,Newark Liberty International Airport,Indira Gandhi International Airport,40.69250107,-74.16870117,28.5665,77.103104,United Airlines,UA,1,0,11763.7353
India,United States,Indira Gandhi International Airport,John F Kennedy International Airport,28.5665,77.103104,40.63980103,-73.77890015,Air India Limited,AI,1,0,11754.48392
United States,India,John F Kennedy International Airport,Indira Gandhi International Airport,40.63980103,-73.77890015,28.5665,77.103104,Air India Limited,AI,1,0,11754.48392
United States,Philippines,Los Angeles International Airport,Ninoy Aquino International Airport,33.94250107,-118.4079971,14.5086,121.019997,Philippine Airlines,PR,1,0,11740.14488
Philippines,United States,Ninoy Aquino International Airport,Los Angeles International Airport,14.5086,121.019997,33.94250107,-118.4079971,Philippine Airlines,PR,1,0,11740.14488
China,South Africa,Beijing Capital International Airport,OR Tambo International Airport,40.08010101,116.5849991,-26.1392,28.246,South African Airways,SA,1,0,11707.9715
China,South Africa,Beijing Capital International Airport,OR Tambo International Airport,40.08010101,116.5849991,-26.1392,28.246,Air China,CA,1,0,11707.9715
United Arab Emirates,United States,Abu Dhabi International Airport,Chicago O'Hare International Airport,24.43300056,54.65110016,41.9786,-87.9048,American Airlines,AA,1,0,11687.89363
United States,United Arab Emirates,Chicago O'Hare International Airport,Abu Dhabi International Airport,41.9786,-87.9048,24.43300056,54.65110016,American Airlines,AA,1,0,11687.89363
United Arab Emirates,United States,Abu Dhabi International Airport,Chicago O'Hare International Airport,24.43300056,54.65110016,41.9786,-87.9048,Etihad Airways,EY,1,0,11687.89363
United States,United Arab Emirates,Chicago O'Hare International Airport,Abu Dhabi International Airport,41.9786,-87.9048,24.43300056,54.65110016,Etihad Airways,EY,1,0,11687.89363
France,Chile,Charles de Gaulle International Airport,Comodoro Arturo Merino Benítez International Airport,49.012798,2.55,-33.39300156,-70.78579712,Air France,AF,1,0,11672.84994
Chile,France,Comodoro Arturo Merino Benítez International Airport,Charles de Gaulle International Airport,-33.39300156,-70.78579712,49.012798,2.55,Air France,AF,1,0,11672.84994
France,Chile,Charles de Gaulle International Airport,Comodoro Arturo Merino Benítez International Airport,49.012798,2.55,-33.39300156,-70.78579712,Alitalia,AZ,1,0,11672.84994
Chile,France,Comodoro Arturo Merino Benítez International Airport,Charles de Gaulle International Airport,-33.39300156,-70.78579712,49.012798,2.55,Alitalia,AZ,1,0,11672.84994
Pakistan,Canada,Jinnah International Airport,Lester B. Pearson International Airport,24.9065,67.160797,43.67720032,-79.63059998,Pakistan International Airlines,PK,1,0,11670.12317
Canada,Pakistan,Lester B. Pearson International Airport,Jinnah International Airport,43.67720032,-79.63059998,24.9065,67.160797,Pakistan International Airlines,PK,1,0,11670.12317
Hong Kong,United States,Hong Kong International Airport,Los Angeles International Airport,22.308901,113.915001,33.94250107,-118.4079971,American Airlines,AA,1,0,11664.47265
United States,Hong Kong,Los Angeles International Airport,Hong Kong International Airport,33.94250107,-118.4079971,22.308901,113.915001,American Airlines,AA,1,0,11664.47265
Hong Kong,United States,Hong Kong International Airport,Los Angeles International Airport,22.308901,113.915001,33.94250107,-118.4079971,Cathay Pacific,CX,1,0,11664.47265
United States,Hong Kong,Los Angeles International Airport,Hong Kong International Airport,33.94250107,-118.4079971,22.308901,113.915001,Cathay Pacific,CX,1,0,11664.47265
United Arab Emirates,Australia,Abu Dhabi International Airport,Melbourne International Airport,24.43300056,54.65110016,-37.673302,144.843002,Etihad Airways,EY,1,0,11651.65057
Australia,United Arab Emirates,Melbourne International Airport,Abu Dhabi International Airport,-37.673302,144.843002,24.43300056,54.65110016,Etihad Airways,EY,1,0,11651.65057
United Arab Emirates,Australia,Abu Dhabi International Airport,Melbourne International Airport,24.43300056,54.65110016,-37.673302,144.843002,Alitalia,AZ,1,0,11651.65057
Australia,United Arab Emirates,Melbourne International Airport,Abu Dhabi International Airport,-37.673302,144.843002,24.43300056,54.65110016,Alitalia,AZ,1,0,11651.65057
United Arab Emirates,Australia,Abu Dhabi International Airport,Melbourne International Airport,24.43300056,54.65110016,-37.673302,144.843002,Virgin Australia,VA,1,0,11651.65057
